Tool name: fastqc/0.73+galaxy0
Run configuration:
{   'dataset_path': '../experiments/Experiment 4 - Correlation analysis/4.1 '
                    'Moderate-high correlation/data/Ready/fastqc-0.73.txt',
    'do_cross_validation': True,
    'model_params': {},
    'model_type': 'svr',
    'seed': 0}
Model_params: [["C", 1.0], ["cache_size", 1000], ["coef0", 0.0], ["degree", 3], ["epsilon", 0.1], ["gamma", "scale"], ["kernel", "rbf"], ["max_iter", -1], ["shrinking", true], ["tol", 0.001], ["verbose", true]]
Time for training in mins: 0.34559632937113444
Feature importance: []
Mean absolute error: 0.19223837791435042
Mean squared error: 0.12987010716513747
Root mean squared error: 0.3603749535763237
R2 Score: 0.9159648327149182
Mean cross-validation test score: 0.9046589416264501
############################
Filesize (GB), Prediction (GB), Target (GB), Create_time
############################
0.357922867,0.8412652435386168,1.194786816,2021-12-08 17:38:35.347088
1.386812055,2.713259133343856,2.106568704,2022-05-15 18:32:36.235351
0.011710282,0.6136940946720157,0.626036736,2022-04-04 08:44:49.975736
1.850436005,2.130121398857738,2.06708736,2021-10-26 22:34:10.173971
0.383016273,1.2175796834785764,1.399386112,2022-02-21 12:49:36.61071
1.970103113,3.3470689887598164,2.865676288,2021-12-22 16:38:53.988654
2.020402663,3.393234771563724,2.786394112,2022-01-06 11:55:50.980379
1.157784647,1.4335119567074863,1.46526208,2021-10-27 12:50:21.461626
0.096041441,0.36192166976845286,0.170795008,2021-11-19 19:02:26.116618
0.514470632,1.457151911566488,1.996906496,2022-04-09 07:07:31.208969
1.9471166,2.2266626844947455,2.345140224,2021-11-22 22:15:12.848155
0.009257151,0.6094561217330114,0.323301376,2022-02-22 13:57:54.744832
5.198889626,4.292517641847594,4.297064448,2022-02-02 10:42:22.932432
3.131828279,4.087706248690505,4.295335936,2022-01-18 17:08:22.948834
0.249331412,0.5143752252877665,0.56715264,2021-11-04 10:00:00.824227
0.066380655,0.3326276907868042,0.2628608,2021-11-12 12:08:17.554231
0.04541982,0.3119714733589234,0.364118016,2021-10-09 16:01:23.267541
0.069082369,0.3352929205573054,0.28811264,2021-11-06 21:05:20.392529
3.331100894,3.6132415443425674,3.618648064,2021-11-26 13:13:17.642336
4.591874947,4.308684626564374,4.297064448,2022-04-10 06:26:00.707897
2.006057507,3.380206298027885,3.464142848,2022-04-12 07:54:12.997492
0.538086322,0.8050170019870482,0.728117248,2021-11-21 10:31:02.744169
0.033988007,0.30072222427605544,0.266145792,2021-11-24 01:16:45.021934
0.11047434,0.7835865010969632,0.732127232,2022-03-08 22:43:18.303077
0.122702346,0.3883142035495535,0.4601856,2021-11-22 09:27:52.976651
0.781485124,1.0517983162642304,0.963141632,2021-11-18 15:12:10.267923
0.672275882,0.9409722042579785,0.8531968,2021-09-25 16:59:23.253996
0.000323212,0.2676649894139298,0.177778688,2021-10-09 11:52:03.606778
