Dataset_path: ../processed_data/sampled_data/20000_samples_of_tool_number_8_seed_100.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 2.250946036974589
Feature importance: [0.75021732 0.24978268 0.        ]
Mean absolute error: 0.4206484035072
Mean squared error: 0.4351873296533263
Root mean squared error: 0.6596872968712724
############################
Filesize, Prediction, Target
############################
0.030562835999999982,0.8846711808000015,0.957952
0.00010115899999996181,1.6255139635200004,0.823652352
2.4200000003915534e-07,1.6255139635200004,0.847101952
0.00019713499999995943,1.6255139635200004,1.646985216
2.6234999999874553e-05,1.6255139635200004,0.826355712
0.16514245699999996,1.4501111295999995,1.529171968
5.367999999994488e-05,1.6255139635200004,1.307795456
0.0005992609999999621,0.8640821964800005,2.328403968
0.21163134800000005,1.5188665548799958,1.640546304
0.0001484309999999489,1.6255139635200004,2.010230784
1.203800000004751e-05,1.6255139635200004,1.565360128
3.992000000008211e-06,1.6255139635200004,1.626681344
0.029070236000000027,1.0795236352000024,0.653684736
5.960000000193588e-07,1.6255139635200004,1.840431104
1.9669999999916143e-06,1.6255139635200004,1.742155776
1.6879999999996897e-06,1.6255139635200004,0.99483648
0.0004857999999999807,0.8482537267199998,1.127612416
1.0339999999553484e-06,1.6255139635200004,0.9244672
3.539999999802035e-07,1.6255139635200004,1.707831296
0.003867332999999973,1.8513128243199972,1.773203456
4.0000000001150227e-07,1.6255139635200004,1.760768
6.136999999961645e-06,1.6255139635200004,0.95483904
1.1600000004996502e-07,1.6255139635200004,1.82528
0.12051225599999993,1.44214145024,1.585659904
8.828000000016267e-06,1.6255139635200004,1.629577216
1.669400000003929e-05,1.6255139635200004,1.7836032
1.640175166,1.614620958719996,1.573859328
7.400000001656082e-08,1.6255139635200004,1.749221376
1.582899999996723e-05,1.6255139635200004,1.640951808
2.399999998736746e-08,1.6255139635200004,0.92678144
0.24464284999999997,1.242410905600002,1.02567936
0.00025991000000002984,1.6255139635200004,0.97001472
0.23129564599999997,1.0877158502400006,1.018986496
6.867254317,0.8804529356800006,2.268110848
0.0005659310000000195,1.6180244480000006,1.106214912
0.0041535639999999985,1.611579279359999,2.0498432
0.000686751000000041,1.6178851532799998,0.66279424
0.052339099,1.0637511884800006,1.70160128
0.014385200999999959,1.511790458879998,1.597284352
6.505199999995437e-05,1.6255139635200004,1.280299008
0.15874038000000001,1.2390933811200007,1.324130304
0.891193395,1.3725723852800014,1.069432832
0.19931489999999996,1.6111514931200006,1.058947072
0.00018156199999996847,1.6255139635200004,0.858365952
2.500000000349445e-07,1.6255139635200004,1.786138624
0.002845550999999946,1.571929620479999,0.59140096
0.08816691799999987,1.6627878911999978,1.70135552
0.14442197499999998,1.4844740608000004,1.484419072
1.5399999997445235e-07,1.6255139635200004,0.646053888
1.8405000000054628e-05,0.7744197734400001,0.475471872
2.255100000003729e-05,1.6255139635200004,1.517637632
6.470000000202702e-07,1.6255139635200004,1.536376832
1.5099999994827584e-07,1.6255139635200004,0.84330496
1.0000000050247593e-08,1.6255139635200004,1.809543168
5.522022372,1.4883936870399992,1.504256
1.2356000000046663e-05,0.7744197734400001,0.512188416
0.372180839,0.863352576000001,1.625423872
0.00011281100000004596,0.76767560704,0.593027072
2.9599999995522097e-07,1.6255139635200004,1.878212608
0.008245214,0.5208241561599997,0.441249792
3.5769999999768487e-06,1.6255139635200004,1.72331008
0.0004967999999999639,1.6172122931200001,1.356378112
1.1529000000010114e-05,0.7744197734400001,1.19820288
7.500000000049134e-06,1.6255139635200004,1.658392576
0.2453091320000001,1.3358761779200026,1.113513984
0.008275617999999985,0.5208241561599997,0.429072384
1.2938999999989598e-05,1.6255139635200004,1.161756672
2.1580000000298583e-06,1.6255139635200004,1.597456384
0.06406282399999996,1.417489018879998,0.9111552
2.2772000000004233e-05,1.6255139635200004,0.895074304
0.041617793000000125,1.1561243852799996,0.762580992
5.286299999995858e-05,1.6255139635200004,0.892735488
0.0005660429999999605,0.6749036953599998,3.478994944
0.17297878999999994,2.9673854771200063,0.974819328
0.027673311000000034,1.7033388032000054,1.614143488
5.899999999670058e-07,1.6255139635200004,1.600794624
0.00016557699999997233,1.6255139635200004,1.012113408
2.3833999999944844e-05,1.6255139635200004,2.340663296
2.1800000005178788e-07,1.6255139635200004,1.426726912
0.11816503599999995,1.019415695359999,1.812217856
2.1127000000009666e-05,1.6255139635200004,1.666859008
2.3319999999937835e-06,1.6255139635200004,1.319231488
7.700000004273733e-08,0.7744197734400001,2.357592064
1.4400000003522706e-07,1.6255139635200004,0.716181504
0.0005099049999999217,1.6181336064000005,1.682378752
8.200000001234997e-08,1.6255139635200004,1.80240384
1.0453000000021362e-05,1.6255139635200004,0.808280064
0.066906052,1.5826995199999991,1.593196544
1.0399999994525899e-07,1.6255139635200004,1.080782848
2.237535579,1.5421438361600002,1.096699904
2.5199999997838063e-07,1.6255139635200004,1.125859328
1.5791000000042743e-05,1.6255139635200004,1.567064064
3.54230000000344e-05,1.6255139635200004,1.820274688
0.00012138799999994454,1.6255139635200004,0.786714624
3.3600000004518904e-07,1.6255139635200004,0.90257408
0.283744772,1.6282203340799968,1.741443072
1.5089999999995385e-05,1.6255139635200004,1.781059584
0.002069793999999958,1.5712265011199997,1.118830592
0.16396741299999995,1.804896552959998,1.323405312
0.005567807000000036,1.2645199359999992,2.41457152
0.721580338,1.5880309964800017,1.343881216
2.2941000000109568e-05,0.7744197734400001,0.561668096
7.700000004273733e-08,0.7744197734400001,2.306985984
0.08282214200000004,1.6764627251199988,1.671970816
0.17145048099999993,1.0228598374400006,1.222815744
0.00011543800000002324,1.6255139635200004,1.460375552
0.00010815299999999972,0.7744197734400001,2.145083392
0.132366592,1.1076382310400006,1.686478848
0.00020880800000000477,1.6255139635200004,1.561534464
