Dataset_path: ../processed_data/sampled_data/20000_samples_of_tool_number_4_seed_100.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 4.16190953652064
Feature importance: [1. 0. 0.]
Mean absolute error: 0.013794366783999994
Mean squared error: 0.011946964998288758
Root mean squared error: 0.10930217288914598
############################
Filesize, Prediction, Target
############################
0.161817241,0.12984245247999945,0.1490944
0.00028414400000000006,0.14524259328000017,0.141705216
0.043692707,0.14232971263999966,0.122200064
0.07050647,0.14138884096000023,0.125231104
5.138000000001752e-06,0.14480712704000004,0.144945152
0.00014930800000000077,0.14292367360000013,0.147324928
0.010116986999999994,0.14175721471999977,0.147656704
0.0001568549999999974,0.13468467200000028,0.14944256
8.497999999995676e-06,0.1442950656,0.122130432
0.004152492000000001,0.13971441663999964,0.14127104
6.010600000000421e-05,0.14744750079999994,0.144994304
1.5035999999996053e-05,0.14488834048000002,0.174891008
2.270000000054173e-07,0.14480879616000003,0.141930496
1.03899999999435e-06,0.14480879616000003,0.143962112
0.091757212,0.14530450431999967,0.144367616
1.638599999999324e-05,0.14505553920000003,0.14481408
0.111578648,0.14385455103999958,0.1219584
3.19999999970344e-08,0.14480879616000003,0.144994304
2.5039000000004474e-05,0.1442871807999999,0.14761984
1.199999999368373e-08,0.14480879616000003,0.144330752
0.00014789299999999617,0.14648795135999973,0.165126144
0.0024086660000000037,0.1476142694400001,0.145174528
5.894600000000416e-05,0.14083968000000024,0.14512128
1.5982999999997194e-05,0.14505553920000003,0.146919424
55.960317952000004,0.13616261119999998,0.14518272
5.80299999999867e-06,0.14480613376,0.144441344
0.0005156889999999997,0.1331132415999995,0.147636224
3.399999999598169e-08,0.14480879616000003,0.141897728
4.170000000025542e-07,0.14480879616000003,0.146702336
0.0006603399999999954,0.14646725631999977,0.145932288
0.0005541250000000025,0.14485338112000043,0.143998976
6.699999999942863e-07,0.14480879616000003,0.150462464
0.00013566800000000545,0.12868048895999976,0.127991808
0.00018388499999999475,0.12515543040000032,0.12290048
0.095961625,0.14112849920000023,0.14127104
0.0004916320000000057,0.1306342195199998,0.141664256
0.02002151,0.1418601676800001,0.144474112
1.3000000000096268e-07,0.14480879616000003,0.145063936
0.00032361699999999827,0.15777591296,0.148914176
0.113957443,0.1430945382400002,0.122277888
0.027107787,0.14419307520000021,0.144949248
1.0825000000005969e-05,0.14418918399999994,0.148238336
1.186699999999874e-05,0.14203702271999993,0.175734784
4.755999999994653e-06,0.14480640000000003,0.202448896
3.967100000000501e-05,0.14324684800000012,0.145379328
4.980000000015528e-07,0.14480879616000003,0.148103168
5.7999999997226936e-08,0.14480879616000003,0.145887232
0.021901354999999997,0.14556770304000005,0.122015744
5.749999999998812e-06,0.14480613376,0.141246464
2.000000000335067e-08,0.14480879616000003,0.140447744
0.018900930999999996,0.14660593664000032,0.12650496
1.1840000000012951e-06,0.14480879616000003,0.144191488
1.7700000000397953e-07,0.14480879616000003,0.145219584
0.0004563550000000055,0.1434556006400004,0.122036224
5.520000000008851e-07,0.14480879616000003,0.149553152
3.232000000005786e-06,0.14480879616000003,0.141340672
8.650000000026692e-07,0.14480879616000003,0.148996096
0.000849164999999999,0.1305436774400001,0.15128576
0.075254498,0.15252836351999968,0.144904192
0.0005324069999999986,0.14614116351999956,0.141955072
1.7700000000397953e-07,0.14480879616000003,0.14594048
1.8200000000134775e-07,0.14480879616000003,0.14800896
0.046067499,0.14030344191999983,0.149368832
2.378942734,0.14493038591999982,0.147341312
2.9609999999957726e-06,0.14480879616000003,0.213762048
0.019871407,0.1426614067200003,0.144715776
1.7080000000030404e-06,0.14480879616000003,0.145043456
1.7700000000397953e-07,0.14480879616000003,0.1476608
1.9779999999997022e-06,0.14480879616000003,0.141942784
2.3489999999987132e-06,0.14480879616000003,0.141217792
0.00010203799999999874,0.14306888704000004,0.141418496
3.269999999944151e-07,0.14480879616000003,0.20547584
1.7700000000397953e-07,0.14480879616000003,0.14594048
0.00012726000000000404,0.1549110476799998,0.141410304
7.809999999999762e-05,0.14285116415999993,0.147673088
3.0395000000002503e-05,0.14482229248,0.144453632
0.00015648999999999524,0.14458238975999985,0.122544128
9.460000000016677e-07,0.14480879616000003,0.145014784
2.890000000005388e-07,0.14480879616000003,0.144613376
0.084475747,0.1452059852800001,0.147922944
3.984999999998018e-06,0.14480879616000003,0.144441344
0.105513619,0.13169979392000022,0.14135296
0.0004967359999999976,0.1445529190399994,0.141197312
1.179000000003927e-06,0.14480879616000003,0.14680064
1.186999999999716e-06,0.14480879616000003,0.141672448
0.106175425,0.13807122431999974,0.121892864
1.900999999999986e-05,0.14473049087999995,0.12918784
1.145999999993541e-06,0.14480879616000003,0.122322944
0.0001791359999999964,0.1437899776000001,0.170160128
1.1739999999996198e-05,0.14203702271999993,0.122257408
0.05198082,0.14592672768000045,0.12525568
1.9386999999995713e-05,0.14471468031999998,0.149512192
0.372346022,0.14245935104000032,0.121921536
1.1682999999998445e-05,0.14203702271999993,0.121962496
0.005981447999999993,0.1454714060800004,0.122138624
3.7219999999976716e-06,0.14480879616000003,0.144347136
1.1299999999603294e-07,0.14480879616000003,0.144666624
9.677999999999076e-06,0.14424622079999996,0.141459456
3.399999999598169e-08,0.14480879616000003,0.142516224
1.3000000000096268e-07,0.14480879616000003,0.198623232
3.781999999993846e-06,0.14480879616000003,0.145104896
1.8200000000134775e-07,0.14480879616000003,0.148230144
1.4800000000536606e-07,0.14480879616000003,0.145641472
1.206000000003593e-06,0.14480879616000003,0.121946112
1.7700000000397953e-07,0.14480879616000003,0.1482752
1.8200000000134775e-07,0.14480879616000003,0.145047552
1.65780000000032e-05,0.14505553920000003,0.171646976
3.2599999999494145e-07,0.14480879616000003,0.147750912
3.231000000006312e-06,0.14480879616000003,0.128118784
3.749999999969056e-07,0.14480879616000003,0.144805888
0.109519086,0.13816215551999989,0.141717504
3.8099999999374745e-07,0.14480879616000003,0.144535552
1.9629999999937198e-06,0.14480879616000003,0.148627456
0.013726631000000003,0.13671883775999988,0.14174208
1.3000000000096268e-07,0.14480879616000003,0.148344832
8.692700000000053e-05,0.13783625727999996,0.144941056
1.3000000000096268e-07,0.14480879616000003,0.150880256
1.7700000000397953e-07,0.14480879616000003,0.144318464
0.00020779799999999515,0.1474824806400001,0.14848
3.932099999999494e-05,0.14350503935999995,0.14497792
0.00024821199999999766,0.14244368383999959,0.146141184
0.109144154,0.15371679744000036,0.365105152
1.2096000000003104e-05,0.14203703295999992,0.141328384
0.020793081000000005,0.1447372185600003,0.208044032
1.175500000000218e-05,0.14203702271999993,0.121892864
7.400000000268303e-08,0.14480879616000003,0.141430784
2.4309999999971854e-06,0.14480879616000003,0.121745408
