Dataset_path: ../processed_data/sampled_data/20000_samples_of_tool_number_6_seed_100.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 3.099304270744324
Feature importance: [1. 0. 0.]
Mean absolute error: 0.014894215372800003
Mean squared error: 0.03262643375342334
Root mean squared error: 0.18062788752964848
############################
Filesize, Prediction, Target
############################
1.3000000000096268e-07,0.14325196799999992,0.144867328
1.0809999999999986e-06,0.14325196799999992,0.14436352
0.06972881,0.14328086528000017,0.14245888
0.00015065200000000112,0.1416342425599998,0.144932864
0.011995283999999995,0.13017123840000022,0.121778176
2.000000000335067e-08,0.14325196799999992,0.145068032
2.2500000000647002e-07,0.14325196799999992,0.14123008
5.977299999999908e-05,0.14047254528000003,0.125820928
0.006201514000000005,0.1230895718400001,0.144318464
5.122400000000249e-05,0.14277058559999978,0.143765504
0.0017243779999999986,0.14136439807999956,0.121933824
2.4399999999646926e-07,0.14325196799999992,0.125489152
5.659999999935161e-07,0.14325196799999992,0.125157376
0.0009064599999999978,0.14196007935999966,0.141447168
1.599999999990498e-07,0.14325196799999992,0.146219008
1.7700000000397953e-07,0.14325196799999992,0.146014208
1.8309999999938098e-06,0.14325196799999992,0.145833984
0.100483222,0.13595425792000032,0.125427712
3.0439999999937184e-06,0.14325196799999992,0.122056704
0.005374360999999994,0.12452284415999965,0.121806848
0.002901351999999996,0.13638249472000039,0.125222912
1.7700000000397953e-07,0.14325196799999992,0.145760256
8.360000000040557e-07,0.14325196799999992,0.144318464
4.2336000000003926e-05,0.1447541657599999,0.14473216
2.7499999999403e-07,0.14325196799999992,0.14569472
1.890828559,0.12770201600000022,0.122032128
1.679000000004427e-06,0.14325196799999992,0.141799424
0.003953879999999993,0.14750949375999967,0.147140608
2.6000000000192536e-08,0.14325196799999992,0.121765888
4.575000000006657e-06,0.14325196799999992,0.144912384
0.003741036000000003,0.13190373376,0.142454784
1.9727999999996637e-05,0.1431751884799999,0.145117184
6.455000000002431e-06,0.14325196799999992,0.144699392
1.7700000000397953e-07,0.14325196799999992,0.144474112
6.439999999940937e-07,0.14325196799999992,0.145985536
4.299999999957116e-07,0.14325196799999992,0.125124608
0.013625335000000002,0.13537164287999992,0.127684608
0.00039135299999999706,0.14576227327999977,0.14217216
0.076370301,0.14527809536000022,0.141160448
0.005159016000000002,0.12916427776000047,0.144584704
3.19999999970344e-08,0.14325196799999992,0.142262272
0.0006308829999999988,0.13742275583999983,0.142647296
0.00012697000000000402,0.13732287488,0.144756736
1.1089999999991385e-06,0.14325196799999992,0.12179456
0.254592937,0.13206838272000015,0.121778176
1.1674000000003182e-05,0.14325196799999992,0.149434368
0.004963551999999996,0.1230610227200001,0.122699776
0.091828091,0.14243518463999968,0.141377536
6.0780999999995866e-05,0.14201013247999994,0.141778944
1.0245000000005944e-05,0.14325196799999992,0.14106624
8.050599999999408e-05,0.1430076006400002,0.144396288
5.859999999968668e-07,0.14325196799999992,0.125227008
9.140000000046333e-07,0.14325196799999992,0.144543744
1.019551671,0.14298482687999978,0.141012992
2.7773999999994303e-05,0.14360914943999994,0.145887232
1.8309999999938098e-06,0.14325196799999992,0.145399808
2.9740000000028077e-06,0.14325196799999992,0.141746176
2.1699999999680308e-07,0.14325196799999992,0.125202432
2.590000000024517e-07,0.14325196799999992,0.146952192
5.200000000038507e-07,0.14325196799999992,0.145485824
0.0001465239999999951,0.14067032064000007,0.125177856
0.0001774739999999969,0.14045368320000018,0.14542848
0.032566953,0.12965484544,0.16267264
0.00015737600000000074,0.1405180518400002,0.141918208
1.0200000000182285e-07,0.14325196799999992,0.141582336
2.0640050739999998,0.12712350720000015,0.12494848
4.2499999999834337e-07,0.14325196799999992,0.141111296
1.3000000000096268e-07,0.14325196799999992,0.144625664
0.0020781920000000065,0.14176513024000006,0.141914112
1.1609999999995235e-06,0.14325196799999992,0.142204928
5.7999999997226936e-08,0.14325196799999992,0.141082624
1.4743999999997093e-05,0.14322827263999988,0.122187776
2.1290000000034892e-06,0.14325196799999992,0.14729216
6.093699999999702e-05,0.14204269567999994,0.145178624
1.5369999999959028e-06,0.14325196799999992,0.149475328
8.58100000000056e-05,0.13821859840000003,0.144130048
4.6000000003543207e-08,0.14325196799999992,0.141713408
1.8309999999938098e-06,0.14325196799999992,0.145240064
0.130695165,0.1423717478399999,0.121737216
5.791000000004987e-06,0.14325196799999992,0.14239744
8.799999999531405e-08,0.14325196799999992,0.121831424
0.046227408,0.15284979712000024,0.141258752
0.00043272399999999545,0.1391232204800001,0.142188544
7.933000000001633e-06,0.14325196799999992,0.142934016
0.19939104399999996,0.1303292313600001,0.125616128
0.039365973,0.14440919040000033,0.149979136
1.8309999999938098e-06,0.14325196799999992,0.145821696
1.2173000000004208e-05,0.14325196799999992,0.144367616
5.899999999670058e-08,0.14325196799999992,0.144510976
7.878000000002827e-06,0.14325196799999992,0.143818752
1.4340000000001574e-05,0.14322827263999988,0.141320192
1.7529999999932322e-06,0.14325196799999992,0.14456832
2.6423999999997116e-05,0.14356963327999994,0.139886592
0.00017119599999999846,0.14237502464000001,0.121946112
0.06429501,0.1430680064,0.141172736
1.7700000000397953e-07,0.14325196799999992,0.145793024
3.399999999598169e-08,0.14325196799999992,0.141897728
9.28510000000049e-05,0.14221308927999998,0.123416576
2.200000000229796e-08,0.14325196799999992,0.143798272
6.09499999999763e-06,0.14325196799999992,0.142155776
0.0001235370000000069,0.13982779392000008,0.12556288
0.00016560699999999817,0.12874868735999997,0.140972032
5.963999999997194e-06,0.14325196799999992,0.141881344
3.416000000006081e-06,0.14325196799999992,0.14618624
3.630000000004463e-06,0.14325196799999992,0.142864384
0.0008033699999999977,0.1351028326400002,0.141582336
0.013602741000000002,0.14174014464000048,0.125366272
0.0003803720000000038,0.14283139071999984,0.144719872
0.14015088,0.1445735014399999,0.14118912
0.748651163,0.12871405567999983,0.122331136
1.9551000000006535e-05,0.14318186495999988,0.1416192
9.700000000445463e-08,0.14325196799999992,0.144236544
0.754890755,0.1268008550399997,0.145297408
0.007847590000000002,0.14207258623999983,0.145580032
2.0730000000052096e-06,0.14325196799999992,0.12517376
1.7700000000397953e-07,0.14325196799999992,0.145563648
4.779999999982021e-07,0.14325196799999992,0.141164544
1.3666999999994989e-05,0.14322827263999988,0.14555136
4.750999999997285e-06,0.14325196799999992,0.141144064
0.397301226,0.14074105855999983,0.144736256
2.760799999999841e-05,0.14360914943999994,0.144785408
8.98000000000565e-06,0.14325196799999992,0.122851328
7.620199999999744e-05,0.14205248511999982,0.122507264
1.7577000000004728e-05,0.1432116326399999,0.14163968
1.209000000002014e-06,0.14325196799999992,0.142917632
2.3067000000001614e-05,0.14239222783999989,0.146210816
5.007999999999402e-05,0.14424783872000002,0.125190144
5.879999999958141e-07,0.14325196799999992,0.144556032
8.774899999999808e-05,0.13706876927999986,0.145874944
0.032245458,0.12490690559999963,0.141279232
9.370000000064049e-07,0.14325196799999992,0.141565952
2.105000000002244e-06,0.14325196799999992,0.14184448
0.070691126,0.14261207039999985,0.121974784
0.096195972,0.13851056127999967,0.14471168
0.0022911349999999997,0.13374520320000027,0.121954304
0.099832508,0.14186642431999982,0.125120512
1.8973000000005458e-05,0.14318186495999988,0.142000128
0.00017294399999999432,0.1418442956800001,0.141840384
9.61999999993246e-07,0.14325196799999992,0.145829888
8.009999999947226e-07,0.14325196799999992,0.14268416
2.1019999999996597e-05,0.14287671295999999,0.142835712
