Tool name: trinity/2.9.1
Dataset_path: ../processed_data/most_memory_tools/tools_with_trinity/trinity/2.9.1.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 0.09418845971425374
Feature importance: [0.91893206 0.08106794 0.        ]
Mean absolute error: 119.34785383287173
Mean squared error: 42909.82060066905
Root mean squared error: 207.14685756889736
############################
Filesize, Prediction, Target, Create_time
############################
1.684964592,498.38282905599823,492.403740672,2021-06-17 10:56:31.111964
12.267605414,62.785814056960156,510.62833152,2021-02-22 01:56:26.536144
16.050436608,149.50802676735987,515.263475712,2021-07-23 12:37:52.00126
26.213237845,582.8337710182403,533.1489792,2020-07-31 18:22:19.98019
49.448306554,550.9920957439995,557.777444864,2021-03-10 14:34:23.943359
0.176964788,2.7185408204800026,2.512613376,2020-06-29 13:58:08.12124
0.097742352,2.464201297919996,0.779886592,2020-06-27 02:12:12.064426
21.24335334,531.9451695308813,530.10731008,2021-02-06 19:04:28.447283
4.09023411,161.42217624576037,523.651141632,2022-03-12 13:58:44.239156
9.322642848,424.6475810611204,51.528040448,2020-12-23 16:28:53.172213
10.112398549,412.07196185600003,527.033315328,2021-06-03 17:24:09.569227
39.931381668,549.9145120358382,517.467611136,2020-07-20 16:07:34.481986
21.518753233,538.1470829158415,552.051802112,2021-08-09 16:21:09.807986
32.111972918,521.0993922560006,516.32709632,2021-02-18 02:14:23.328227
0.07808064,3.285284372479998,3.5545088,2021-09-05 11:52:06.288218
0.00037166,6.4341097062399975,1.836793856,2020-04-09 09:54:22.603973
43.063188738,534.7403524505601,585.333702656,2021-02-01 17:25:28.892092
48.027470711,582.6304224563187,552.051798016,2021-12-12 09:24:34.703494
7.914781204,217.14180818944052,17.786421248,2021-01-11 19:47:20.660346
0.176691652,2.60316256256,2.276462592,2020-06-26 13:26:44.223741
0.25213442,2.770867199999995,2.988130304,2020-07-13 10:58:21.347463
36.658530087,615.3151157555181,552.05179392,2021-10-26 12:52:45.589386
0.0276648,127.50400703488023,0.702754816,2020-06-27 03:43:59.072426
18.534050352,529.7965968691187,527.985373184,2021-04-18 02:03:47.43892
23.49632877,512.4141499596794,512.18552832,2021-02-22 01:52:17.424272
35.611150122,331.40784119807984,777.111552,2020-10-05 10:48:48.01064
0.195782057,2.725546250240007,1.927319552,2021-01-24 15:55:17.634199
31.043618726,561.1326841651197,540.95566848,2020-06-06 12:09:18.93387
3.037591965,234.59838318591972,11.220754432,2021-02-12 19:22:22.763303
36.209559694,524.8532459827206,521.940471808,2020-07-29 10:07:40.678485
23.428447452,510.5296473088004,541.948338176,2022-02-22 04:47:45.003021
4.956516481,425.17561944063993,509.592633344,2021-06-30 10:13:43.577928
25.791985076,511.7338399641604,510.954909696,2020-05-25 16:51:59.483571
23.894939544,511.62860673024,519.864582144,2021-03-05 00:56:37.78224
22.423062888,515.1972979712009,510.800072704,2021-03-18 04:04:44.494265
24.376734328,520.8070611558406,586.981564416,2021-01-29 05:27:12.997483
74.987566812,600.5125623398383,566.05210624,2020-09-16 05:00:09.793131
1.755519868,149.57146542080008,28.351143936,2021-11-04 15:48:29.511062
121.585921304,714.8142035763201,552.88459264,2021-02-01 18:46:51.153044
