Tool name: snpSift_extractFields/4.3+t.galaxy0
Dataset_path: ../processed_data/sampled_data/snpSift_extractFields-4.3+t.galaxy0_20000_samples_seed_0.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error"}
Time for training in mins: 5.207710679372152
Feature importance: [1. 0. 0.]
Mean absolute error: 0.01708947741696
Mean squared error: 0.04559277686763046
Root mean squared error: 0.21352465166259016
############################
Filesize, Prediction, Target, Create_time
############################
3.326e-06,0.14465288192000003,0.147341312,2021-10-04 10:43:13.333978
1.442e-05,0.144723456,0.141242368,2021-05-25 02:39:51.215248
0.000122595,0.14259698688000003,0.14174208,2021-05-01 22:46:52.199028
3.231e-06,0.14465288192000003,0.141344768,2021-05-05 13:23:37.118906
3.764e-06,0.14465288192000003,0.147968,2021-11-16 15:55:42.62793
0.000134159,0.1438621286400001,0.139026432,2021-11-19 09:43:15.892524
5.0118e-05,0.14413544447999993,0.148901888,2021-06-12 10:37:21.687471
0.00034481,0.1386200063999999,0.12304384,2020-08-08 00:12:30.029605
0.000193766,0.1449873408000002,0.12568576,2021-01-18 13:22:52.124371
6.438e-06,0.14465288192000003,0.141381632,2021-05-04 09:47:54.279793
3.491e-06,0.14465288192000003,0.149262336,2021-06-27 14:51:16.964131
1.4736e-05,0.144723456,0.157097984,2021-11-21 12:00:03.026702
2.8008e-05,0.14031710207999998,0.121778176,2020-08-06 05:30:21.093011
0.000247926,0.14056567808000012,0.141910016,2021-05-26 08:50:43.431277
1.5322e-05,0.144723456,0.145686528,2021-08-31 09:41:33.926537
3.404e-06,0.14465288192000003,0.144515072,2021-09-14 00:38:49.474563
4.7227e-05,0.1363496652800003,0.14620672,2021-07-26 21:31:36.27012
1.1822e-05,0.144723456,0.141369344,2021-05-10 07:51:18.263879
0.000289818,0.14442981376000033,0.147525632,2021-11-23 07:37:06.098391
3.5775e-05,0.1287414374399999,0.144658432,2021-10-22 01:04:34.950627
3.326e-06,0.14465288192000003,0.149061632,2021-11-29 14:36:33.073435
8.229e-06,0.14460366848,0.144191488,2021-10-29 18:40:36.565427
3.402e-06,0.14465288192000003,0.147685376,2021-09-13 18:41:17.413444
2.581e-06,0.14469092352000004,0.144375808,2021-08-04 08:43:32.99306
