Tool name: gmx_sim/2020.4+galaxy0
Run configuration:
{   'dataset_path': '../experiments/Experiment 6 - HPO & Comparison to '
                    'Galaxy/data/low memory/gmx_sim-2020.4.txt',
    'doHPO': True,
    'model_params': {'random_state': 0},
    'model_type': 'xgb',
    'seed': 0}
Model_params: [   ('base_score', 0.5),
16      0          125       0.081058  1.032225e-02         0.003803    4.002810e-04               0.003              64                 50                  {'learning_rate': 0.003, 'max_depth': 64, 'n_estimators': 50}          -0.036435           0.085060          -0.026171          -0.351138          -0.036675        -0.073072        0.146419              119            0.126935            0.141984            0.139489            0.115583            0.141040          0.133006         0.010272
17      0          125       0.179928  1.808311e-02         0.004604    1.626821e-03               0.003              64                100                 {'learning_rate': 0.003, 'max_depth': 64, 'n_estimators': 100}          -0.037414           0.218923          -0.017644          -0.159888          -0.037659        -0.006736        0.123607              104            0.305891            0.265289            0.260015            0.246064            0.263339          0.268120         0.020048
18      0          125       0.382872  6.108415e-02         0.003803    4.001380e-04               0.003              64                200                 {'learning_rate': 0.003, 'max_depth': 64, 'n_estimators': 200}          -0.039030           0.404952          -0.002654           0.113809          -0.039285         0.087559        0.168333               93            0.557027            0.460347            0.452589            0.449624            0.457440          0.475406         0.040980
19      0          125       1.050749  8.024908e-02         0.004003    2.861023e-07               0.003              64                500                 {'learning_rate': 0.003, 'max_depth': 64, 'n_estimators': 500}          -0.041876           0.643813           0.029855           0.446634          -0.042144         0.207256        0.284120               71            0.870639            0.783509            0.777971            0.780023            0.781355          0.798699         0.036015
20      0          125       0.057240  4.537485e-03         0.004203    4.002810e-04            0.009487               2                 50    {'learning_rate': 0.009486832980505138, 'max_depth': 2, 'n_estimators': 50}          -0.037971           0.305721          -0.008914           0.047820          -0.038457         0.053640        0.129897               98            0.413117            0.368691            0.378810            0.367754            0.381839          0.382042         0.016484
21      0          125       0.105875  4.169335e-03         0.003403    4.903103e-04            0.009487               2                100   {'learning_rate': 0.009486832980505138, 'max_depth': 2, 'n_estimators': 100}          -0.039679           0.417768           0.011347           0.314992          -0.040302         0.132825        0.194353               85            0.650415            0.592338            0.613795            0.607697            0.616255          0.616100         0.019069
22      0          125       0.221557  7.287988e-03         0.004003    8.950021e-04            0.009487               2                200   {'learning_rate': 0.009486832980505138, 'max_depth': 2, 'n_estimators': 200}          -0.041687           0.479171           0.038961           0.506982          -0.042241         0.188237        0.250803               74            0.818664            0.813210            0.849904            0.840152            0.849572          0.834300         0.015493
23      0          125       0.572738  1.763282e-02         0.001801    2.228833e-03            0.009487               2                500   {'learning_rate': 0.009486832980505138, 'max_depth': 2, 'n_estimators': 500}          -0.043202           0.493957           0.072246           0.588544          -0.043532         0.213603        0.272480               63            0.925753            0.951424            0.989904            0.976063            0.987044          0.966037         0.024281
24      0          125       0.094842  1.562780e-02         0.005527    5.320158e-03            0.009487               6                 50    {'learning_rate': 0.009486832980505138, 'max_depth': 6, 'n_estimators': 50}          -0.038386           0.339832          -0.008620           0.030760          -0.038676         0.056982        0.143695               97            0.463572            0.385515            0.379396            0.371562            0.383703          0.396749         0.033756
25      0          125       0.181253  1.250027e-02         0.009376    7.655084e-03            0.009487               6                100   {'learning_rate': 0.009486832980505138, 'max_depth': 6, 'n_estimators': 100}          -0.040396           0.541455           0.011851           0.308705          -0.040724         0.156178        0.232355               80            0.726421            0.620209            0.614698            0.614020            0.619052          0.638880         0.043836
26      0          125       0.318757  1.874897e-02         0.003124    6.247234e-03            0.009487               6                200   {'learning_rate': 0.009486832980505138, 'max_depth': 6, 'n_estimators': 200}          -0.042557           0.695323           0.039867           0.509705          -0.042722         0.231923        0.309696               56            0.909745            0.851547            0.851089            0.849088            0.852797          0.862853         0.023476
27      0          125       0.721886  1.169313e-02         0.006250    7.654831e-03            0.009487               6                500   {'learning_rate': 0.009486832980505138, 'max_depth': 6, 'n_estimators': 500}          -0.046192           0.762580           0.073791           0.573456          -0.045154         0.263696        0.338325                2            0.980832            0.987550            0.991099            0.985566            0.990204          0.987050         0.003673
28      0          125       0.100001  2.119580e-02         0.003125    6.249905e-03            0.009487              16                 50   {'learning_rate': 0.009486832980505138, 'max_depth': 16, 'n_estimators': 50}          -0.038414           0.338675          -0.008581           0.015120          -0.038665         0.053627        0.143940               99            0.467262            0.386561            0.379442            0.373095            0.383925          0.398057         0.034902
29      0          125       0.184378  2.072909e-02         0.003125    6.250000e-03            0.009487              16                100  {'learning_rate': 0.009486832980505138, 'max_depth': 16, 'n_estimators': 100}          -0.040439           0.536817           0.011926           0.304257          -0.040702         0.154372        0.230229               81            0.733065            0.622534            0.614782            0.616326            0.619580          0.641257         0.045982
30      0          125       0.346880  3.186945e-02         0.006250    7.654889e-03            0.009487              16                200  {'learning_rate': 0.009486832980505138, 'max_depth': 16, 'n_estimators': 200}          -0.042743           0.684898           0.039978           0.494664          -0.042793         0.226801        0.303922               60            0.919753            0.855186            0.851335            0.852784            0.853687          0.866549         0.026631
31      0          125       0.956265  3.878106e-02         0.003125    6.250095e-03            0.009487              16                500  {'learning_rate': 0.009486832980505138, 'max_depth': 16, 'n_estimators': 500}          -0.046657           0.754257           0.073919           0.545283          -0.044384         0.256483        0.330735               12            0.993863            0.990987            0.991392            0.989265            0.991271          0.991356         0.001470
32      0          125       0.096878  1.531313e-02         0.003125    6.250477e-03            0.009487              32                 50   {'learning_rate': 0.009486832980505138, 'max_depth': 32, 'n_estimators': 50}          -0.038414           0.338675          -0.008581           0.015120          -0.038665         0.053627        0.143940               99            0.467262            0.386561            0.379442            0.373095            0.383925          0.398057         0.034902
33      0          125       0.178128  2.724530e-02         0.003125    6.250000e-03            0.009487              32                100  {'learning_rate': 0.009486832980505138, 'max_depth': 32, 'n_estimators': 100}          -0.040439           0.536817           0.011926           0.304045          -0.040702         0.154329        0.230201               82            0.733065            0.622534            0.614782            0.616331            0.619580          0.641258         0.045981
34      0          125       0.371149  3.531764e-02         0.004526    5.775426e-03            0.009487              32                200  {'learning_rate': 0.009486832980505138, 'max_depth': 32, 'n_estimators': 200}          -0.042743           0.684607           0.039978           0.495403          -0.042793         0.226890        0.303964               58            0.919753            0.855229            0.851336            0.852829            0.853688          0.866567         0.026623
35      0          125       1.095504  8.315645e-02         0.005004    8.956954e-04            0.009487              32                500  {'learning_rate': 0.009486832980505138, 'max_depth': 32, 'n_estimators': 500}          -0.046661           0.756818           0.073919           0.534227          -0.044067         0.254847        0.329551               23            0.995025            0.991149            0.991406            0.989554            0.991372          0.991701         0.001798
36      0          125       0.094267  1.498249e-02         0.003402    4.902129e-04            0.009487              64                 50   {'learning_rate': 0.009486832980505138, 'max_depth': 64, 'n_estimators': 50}          -0.038414           0.338675          -0.008581           0.015120          -0.038665         0.053627        0.143940               99            0.467262            0.386561            0.379442            0.373095            0.383925          0.398057         0.034902
37      0          125       0.168119  2.047915e-02         0.003803    4.003525e-04            0.009487              64                100  {'learning_rate': 0.009486832980505138, 'max_depth': 64, 'n_estimators': 100}          -0.040439           0.536817           0.011926           0.304045          -0.040702         0.154329        0.230201               82            0.733065            0.622534            0.614782            0.616331            0.619580          0.641258         0.045981
38      0          125       0.343244  2.139760e-02         0.003802    1.165583e-03            0.009487              64                200  {'learning_rate': 0.009486832980505138, 'max_depth': 64, 'n_estimators': 200}          -0.042743           0.684607           0.039978           0.495403          -0.042793         0.226890        0.303964               58            0.919753            0.855229            0.851336            0.852829            0.853688          0.866567         0.026623
39      0          125       1.049948  6.629963e-02         0.005404    4.901351e-04            0.009487              64                500  {'learning_rate': 0.009486832980505138, 'max_depth': 64, 'n_estimators': 500}          -0.046661           0.756818           0.073919           0.534228          -0.044067         0.254847        0.329551               22            0.995106            0.991149            0.991406            0.989554            0.991372          0.991717         0.001828
40      0          125       0.055838  7.483541e-04         0.003803    4.003050e-04                0.03               2                 50                    {'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 50}          -0.040842           0.461636           0.029272           0.460070          -0.041663         0.173694        0.235875               75            0.774373            0.747335            0.778953            0.771276            0.779718          0.770331         0.011904
41      0          125       0.099873  2.992404e-03         0.003601    4.887539e-04                0.03               2                100                   {'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 100}          -0.042669           0.477388           0.057764           0.549203          -0.043118         0.199714        0.259658               73            0.868133            0.906989            0.949968            0.936554            0.947756          0.921880         0.030933
42      0          125       0.184131  2.610326e-03         0.003602    4.898047e-04                0.03               2                200                   {'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 200}          -0.043375           0.531079           0.077290           0.588794          -0.043651         0.222028        0.280001               61            0.942494            0.963911            0.996210            0.982988            0.993373          0.975795         0.020138
43      0          125       0.461929  9.399283e-03         0.003402    4.904465e-04                0.03               2                500                   {'learning_rate': 0.03, 'max_depth': 2, 'n_estimators': 500}          -0.045691           0.720485           0.083476           0.489984          -0.045172         0.240616        0.310096               51            0.972472            0.990304            0.999283            0.991103            0.998002          0.990233         0.009576
44      0          125       0.063443  2.579172e-03         0.004204    4.003563e-04                0.03               6                 50                    {'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 50}          -0.041894           0.656632           0.030053           0.458752          -0.042132         0.212282        0.290081               64            0.864638            0.782477            0.780049            0.779245            0.782830          0.797848         0.033423
45      0          125       0.122086  3.901334e-03         0.003803    4.003534e-04                0.03               6                100                   {'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 100}          -0.044567           0.747106           0.059108           0.564743          -0.044063         0.256466        0.333362               13            0.960754            0.947937            0.951218            0.946549            0.951073          0.951506         0.004962
46      0          125       0.227962  2.041335e-03         0.003803    4.012109e-04                0.03               6                200                   {'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 200}          -0.046716           0.761935           0.078820           0.559022          -0.045175         0.261577        0.335074                4            0.986609            0.994316            0.997388            0.992458            0.996628          0.993480         0.003850
47      0          125       0.545588  1.211499e-02         0.004003    4.101908e-07                0.03               6                500                   {'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 500}          -0.047425           0.761294           0.084320           0.540601          -0.045257         0.258707        0.331234                6            0.998051            0.999105            0.999933            0.997555            0.999652          0.998859         0.000916
48      0          125       0.075054  3.635700e-03         0.003803    4.010220e-04                0.03              16                 50                   {'learning_rate': 0.03, 'max_depth': 16, 'n_estimators': 50}          -0.041918           0.646029           0.030144           0.449175          -0.042183         0.208249        0.285208               69            0.873131            0.785781            0.780247            0.782354            0.783615          0.801026         0.036097
49      0          125       0.147705  4.320639e-03         0.004003    6.333147e-04                0.03              16                100                  {'learning_rate': 0.03, 'max_depth': 16, 'n_estimators': 100}          -0.044934           0.738171           0.059253           0.540867          -0.043591         0.249953        0.326338               46            0.972642            0.952396            0.951532            0.950720            0.952162          0.955890         0.008396
50      0          125       0.299813  7.920214e-03         0.004604    4.903296e-04                0.03              16                200                  {'learning_rate': 0.03, 'max_depth': 16, 'n_estimators': 200}          -0.047105           0.757131           0.078949           0.538497          -0.044419         0.256611        0.329971                8            0.997636            0.997019            0.997609            0.995356            0.997370          0.996998         0.000851
51      0          125       0.669476  3.181420e-02         0.004803    4.008532e-04                0.03              16                500                  {'learning_rate': 0.03, 'max_depth': 16, 'n_estimators': 500}          -0.047670           0.756330           0.084398           0.522536          -0.044664         0.254186        0.326624               45            0.999336            0.999392            0.999973            0.997784            0.999782          0.999253         0.000772
52      0          125       0.074853  5.421870e-03         0.003803    7.492331e-04                0.03              32                 50                   {'learning_rate': 0.03, 'max_depth': 32, 'n_estimators': 50}          -0.041918           0.646029           0.030144           0.449175          -0.042183         0.208249        0.285208               67            0.873131            0.785783            0.780247            0.782354            0.783615          0.801026         0.036097
53      0          125       0.153309  8.477657e-03         0.003803    3.999472e-04                0.03              32                100                  {'learning_rate': 0.03, 'max_depth': 32, 'n_estimators': 100}          -0.044936           0.740588           0.059253           0.536413          -0.043608         0.249542        0.326277               47            0.974440            0.952588            0.951541            0.950932            0.952200          0.956340         0.009068
54      0          125       0.342243  1.200842e-02         0.004003    4.623108e-07                0.03              32                200                  {'learning_rate': 0.03, 'max_depth': 32, 'n_estimators': 200}          -0.047255           0.758443           0.078948           0.528161          -0.044200         0.254819        0.328617               26            0.998212            0.997130            0.997617            0.995532            0.997473          0.997193         0.000901
55      0          125       0.702100  5.583110e-02         0.004203    4.004240e-04                0.03              32                500                  {'learning_rate': 0.03, 'max_depth': 32, 'n_estimators': 500}          -0.047836           0.759258           0.084406           0.521747          -0.044304         0.254654        0.327360               28            0.999336            0.999394            0.999973            0.997789            0.999784          0.999255         0.000771
56      0          125       0.072451  7.288371e-03         0.004003    6.326364e-04                0.03              64                 50                   {'learning_rate': 0.03, 'max_depth': 64, 'n_estimators': 50}          -0.041918           0.646029           0.030144           0.449175          -0.042183         0.208249        0.285208               67            0.873131            0.785783            0.780247            0.782354            0.783615          0.801026         0.036097
57      0          125       0.166718  1.428657e-02         0.003803    4.003287e-04                0.03              64                100                  {'learning_rate': 0.03, 'max_depth': 64, 'n_estimators': 100}          -0.044936           0.740588           0.059253           0.536413          -0.043608         0.249542        0.326278               48            0.974455            0.952588            0.951541            0.950932            0.952200          0.956343         0.009074
58      0          125       0.339040  1.181270e-02         0.004003    3.371748e-07                0.03              64                200                  {'learning_rate': 0.03, 'max_depth': 64, 'n_estimators': 200}          -0.047255           0.758443           0.078948           0.528163          -0.044200         0.254820        0.328617               25            0.998211            0.997130            0.997617            0.995532            0.997473          0.997193         0.000901
59      0          125       0.711306  7.822087e-02         0.004603    4.899792e-04                0.03              64                500                  {'learning_rate': 0.03, 'max_depth': 64, 'n_estimators': 500}          -0.047834           0.759258           0.084406           0.521747          -0.044307         0.254654        0.327361               29            0.999336            0.999394            0.999973            0.997789            0.999785          0.999255         0.000771
60      0          125       0.052638  2.579224e-03         0.003602    4.892984e-04            0.094868               2                 50     {'learning_rate': 0.09486832980505137, 'max_depth': 2, 'n_estimators': 50}          -0.043333           0.507352           0.072819           0.587095          -0.043601         0.216066        0.274862               62            0.923757            0.953092            0.990772            0.977039            0.987964          0.966525         0.025170
61      0          125       0.096067  8.946306e-04         0.004004    6.334653e-04            0.094868               2                100    {'learning_rate': 0.09486832980505137, 'max_depth': 2, 'n_estimators': 100}          -0.044675           0.648929           0.082570           0.537598          -0.044390         0.236006        0.297459               54            0.961848            0.981204            0.998756            0.987020            0.996750          0.985116         0.013280
62      0          125       0.190934  4.625160e-03         0.003803    4.002810e-04            0.094868               2                200    {'learning_rate': 0.09486832980505137, 'max_depth': 2, 'n_estimators': 200}          -0.045952           0.741958           0.083638           0.472940          -0.045243         0.241468        0.314259               50            0.980179            0.992893            0.999466            0.992854            0.998588          0.992796         0.006888
63      0          125       0.450577  6.138156e-03         0.000801    1.601315e-03            0.094868               2                500    {'learning_rate': 0.09486832980505137, 'max_depth': 2, 'n_estimators': 500}          -0.046761           0.768699           0.084057           0.448977          -0.044635         0.242067        0.319606               49            0.994901            0.997989            0.999893            0.996803            0.999419          0.997801         0.001813
64      0          125       0.062501  4.101908e-07         0.006250    7.654772e-03            0.094868               6                 50     {'learning_rate': 0.09486832980505137, 'max_depth': 6, 'n_estimators': 50}          -0.046086           0.764090           0.074305           0.577380          -0.045134         0.264911        0.339409                1            0.982045            0.988310            0.991977            0.986620            0.991113          0.988013         0.003549
65      0          125       0.125002  9.882721e-03         0.003125    6.249714e-03            0.094868               6                100    {'learning_rate': 0.09486832980505137, 'max_depth': 6, 'n_estimators': 100}          -0.047057           0.765312           0.083441           0.561355          -0.045034         0.263603        0.336034                3            0.994570            0.998058            0.999816            0.996522            0.999286          0.997650         0.001913
66      0          125       0.231254  6.250119e-03         0.006250    7.654831e-03            0.094868               6                200    {'learning_rate': 0.09486832980505137, 'max_depth': 6, 'n_estimators': 200}          -0.046843           0.760114           0.084318           0.525586          -0.045313         0.255572        0.328263               14            0.998919            0.999300            0.999957            0.997726            0.999707          0.999122         0.000782
67      0          125       0.512507  2.688216e-02         0.003125    6.250095e-03            0.094868               6                500    {'learning_rate': 0.09486832980505137, 'max_depth': 6, 'n_estimators': 500}          -0.046952           0.759346           0.084388           0.519672          -0.045479         0.254195        0.327104               44            0.999276            0.999381            0.999972            0.997777            0.999779          0.999237         0.000773
68      0          125       0.084376  7.654928e-03         0.000000    0.000000e+00            0.094868              16                 50    {'learning_rate': 0.09486832980505137, 'max_depth': 16, 'n_estimators': 50}          -0.046698           0.756214           0.074462           0.543436          -0.044311         0.256621        0.330938                7            0.994289            0.991798            0.992245            0.990076            0.992108          0.992103         0.001341
69      0          125       0.162502  7.655259e-03         0.006250    7.654889e-03            0.094868              16                100   {'learning_rate': 0.09486832980505137, 'max_depth': 16, 'n_estimators': 100}          -0.047583           0.758251           0.083584           0.523765          -0.044621         0.254679        0.327478               27            0.999287            0.999327            0.999913            0.997718            0.999707          0.999190         0.000772
70      0          125       0.253129  6.250405e-03         0.006250    7.654889e-03            0.094868              16                200   {'learning_rate': 0.09486832980505137, 'max_depth': 16, 'n_estimators': 200}          -0.047632           0.758330           0.084489           0.521795          -0.044684         0.254460        0.327105               35            0.999334            0.999390            0.999973            0.997785            0.999783          0.999253         0.000772
71      0          125       0.509382  7.654072e-03         0.000000    0.000000e+00            0.094868              16                500   {'learning_rate': 0.09486832980505137, 'max_depth': 16, 'n_estimators': 500}          -0.047632           0.758330           0.084490           0.521794          -0.044684         0.254460        0.327105               34            0.999334            0.999390            0.999973            0.997785            0.999783          0.999253         0.000772
72      0          125       0.090626  1.169286e-02         0.003125    6.249809e-03            0.094868              32                 50    {'learning_rate': 0.09486832980505137, 'max_depth': 32, 'n_estimators': 50}          -0.046700           0.757720           0.074460           0.532866          -0.044087         0.254852        0.329547               20            0.995571            0.991971            0.992259            0.990389            0.992215          0.992481         0.001691
73      0          125       0.178128  7.654052e-03         0.003125    6.250000e-03            0.094868              32                100   {'learning_rate': 0.09486832980505137, 'max_depth': 32, 'n_estimators': 100}          -0.047807           0.760704           0.083592           0.522059          -0.044282         0.254853        0.327933               19            0.999314            0.999337            0.999914            0.997734            0.999726          0.999205         0.000770
74      0          125       0.262504  1.169310e-02         0.003125    6.250286e-03            0.094868              32                200   {'learning_rate': 0.09486832980505137, 'max_depth': 32, 'n_estimators': 200}          -0.047834           0.760737           0.084494           0.521475          -0.044303         0.254914        0.327762               16            0.999337            0.999394            0.999973            0.997790            0.999785          0.999256         0.000771
75      0          125       0.521882  2.119546e-02         0.003125    6.250286e-03            0.094868              32                500   {'learning_rate': 0.09486832980505137, 'max_depth': 32, 'n_estimators': 500}          -0.047834           0.760738           0.084495           0.521474          -0.044303         0.254914        0.327762               15            0.999337            0.999394            0.999973            0.997790            0.999785          0.999256         0.000771
76      0          125       0.087501  7.654363e-03         0.003125    6.250572e-03            0.094868              64                 50    {'learning_rate': 0.09486832980505137, 'max_depth': 64, 'n_estimators': 50}          -0.046700           0.757720           0.074460           0.532811          -0.044087         0.254841        0.329538               24            0.995571            0.991971            0.992259            0.990389            0.992216          0.992481         0.001691
77      0          125       0.181253  7.654792e-03         0.000000    0.000000e+00            0.094868              64                100   {'learning_rate': 0.09486832980505137, 'max_depth': 64, 'n_estimators': 100}          -0.047807           0.760704           0.083592           0.522037          -0.044283         0.254848        0.327929               21            0.999314            0.999337            0.999914            0.997734            0.999726          0.999205         0.000770
78      0          125       0.273999  1.732908e-02         0.003002    1.550405e-03            0.094868              64                200   {'learning_rate': 0.09486832980505137, 'max_depth': 64, 'n_estimators': 200}          -0.047834           0.760737           0.084494           0.521458          -0.044306         0.254910        0.327760               18            0.999337            0.999394            0.999973            0.997790            0.999785          0.999256         0.000771
79      0          125       0.523973  2.594559e-02         0.004003    6.332391e-04            0.094868              64                500   {'learning_rate': 0.09486832980505137, 'max_depth': 64, 'n_estimators': 500}          -0.047834           0.760738           0.084495           0.521456          -0.044305         0.254910        0.327760               17            0.999337            0.999394            0.999973            0.997790            0.999785          0.999256         0.000771
80      0          125       0.051236  3.921121e-03         0.003603    4.900184e-04                 0.3               2                 50     {'learning_rate': 0.30000000000000004, 'max_depth': 2, 'n_estimators': 50}          -0.045589           0.726035           0.083681           0.478382          -0.044981         0.239505        0.309924               52            0.975673            0.991044            0.999330            0.991530            0.998249          0.991165         0.008450
81      0          125       0.102672  1.856528e-03         0.003403    4.900572e-04                 0.3               2                100    {'learning_rate': 0.30000000000000004, 'max_depth': 2, 'n_estimators': 100}          -0.046463           0.755226           0.084063           0.447789          -0.044352         0.239252        0.314917               53            0.990458            0.996631            0.999780            0.995538            0.999166          0.996315         0.003321
82      0          125       0.202944  6.619816e-03         0.003603    4.903881e-04                 0.3               2                200    {'learning_rate': 0.30000000000000004, 'max_depth': 2, 'n_estimators': 200}          -0.046977           0.755855           0.084126           0.412176          -0.044563         0.232123        0.310828               55            0.996869            0.998762            0.999927            0.997348            0.999589          0.998499         0.001206
83      0          125       0.459126  8.139014e-03         0.004003    6.328621e-04                 0.3               2                500    {'learning_rate': 0.30000000000000004, 'max_depth': 2, 'n_estimators': 500}          -0.046724           0.760621           0.083955           0.385958          -0.044724         0.227817        0.309592               57            0.999238            0.999372            0.999971            0.997767            0.999777          0.999225         0.000776
