Tool name: trinity/2.9.1
Dataset_path: ../processed_data/most_memory_tools/tools_with_trinity/trinity/2.9.1.txt
Is_mixed_data: False
Seed: 0
Model_params: ["criterion: absolute_error", "bootstrap: True", "min_samples_leaf: 1", "max_depth: None", "random_state: 0", "n_estimators: 200"]
Time for training in mins: 0.10793842474619547
Feature importance: [0.91704997 0.08295003 0.        ]
Mean absolute error: 117.56644794626663
Mean squared error: 42233.363096344874
Root mean squared error: 205.50757430407492
R2 Score: 0.46095610926564634
Mean absolute error with uncertainty: 174.59442017932022
Mean squared error with uncertainty: 87409.76007843217
Root mean squared error with uncertainty: 295.6514164999589
R2 Score with uncertainty: -0.11565108024542581
############################
Filesize, Prediction, Target, Create_time
############################
1.684964592,495.97267077119824,492.403740672,2021-06-17 10:56:31.111964
12.267605414,64.80145410048017,510.62833152,2021-02-22 01:56:26.536144
16.050436608,118.52339952639986,515.263475712,2021-07-23 12:37:52.00126
26.213237845,584.6264871014403,533.1489792,2020-07-31 18:22:19.98019
49.448306554,551.2319590297594,557.777444864,2021-03-10 14:34:23.943359
0.17696478799999937,2.626717757440003,2.512613376,2020-06-29 13:58:08.12124
0.09774235200000092,2.4754158591999955,0.779886592,2020-06-27 02:12:12.064426
21.24335334,532.3193836953615,530.10731008,2021-02-06 19:04:28.447283
4.090234110000001,166.34372545536036,523.651141632,2022-03-12 13:58:44.239156
9.322642848,427.0504815616003,51.528040448,2020-12-23 16:28:53.172213
10.112398549000002,408.7630083481601,527.033315328,2021-06-03 17:24:09.569227
39.931381668,549.5289681919983,517.467611136,2020-07-20 16:07:34.481986
21.518753233,537.8769898291213,552.051802112,2021-08-09 16:21:09.807986
32.111972918,521.1875665612805,516.32709632,2021-02-18 02:14:23.328227
0.07808063999999959,3.3054877081599985,3.5545088,2021-09-05 11:52:06.288218
0.0003716599999989967,5.430939320320005,1.836793856,2020-04-09 09:54:22.603973
43.063188738,534.2312495308801,585.333702656,2021-02-01 17:25:28.892092
48.02747071100001,583.7179240959986,552.051798016,2021-12-12 09:24:34.703494
7.914781204000002,227.4564019200005,17.786421248,2021-01-11 19:47:20.660346
0.1766916519999988,2.4945310003200007,2.276462592,2020-06-26 13:26:44.223741
