bowtie2,1496053917,2,8,2886856704,0
bowtie2,1496024439,2,8,2888630272,0
bowtie2,1675749698,2,8,3140173824,0
bowtie2,1958891055,2,8,3462443008,0
bowtie2,1410323578,2,8,3076284416,0
bowtie2,5955927121,3,8,13974884352,0
bowtie2,16425744986,2,8,28736409600,0
bowtie2,15100858190,2,8,23167303680,0
bowtie2,758493390,1,8,12661764096,0
bowtie2,773362923,1,8,10843586560,0
bowtie2,715835384,1,8,13442281472,0
bowtie2,827099563,1,8,11584774144,0
bowtie2,938922521,1,8,10572906496,0
bowtie2,873829259,1,8,13633769472,0
bowtie2,758493390,1,8,12968529920,0
bowtie2,773362923,1,8,13894123520,0
bowtie2,715835384,1,8,13540728832,0
bowtie2,827099563,1,8,10523144192,0
bowtie2,938922521,1,8,12699631616,0
bowtie2,873829259,1,8,10528432128,0
bowtie2,4694603850,2,8,18381664256,0
bowtie2,2267126452,2,8,11919962112,0
bowtie2,10509148876,2,8,29852012544,0
bowtie2,15802483750,1,8,26451681280,0
bowtie2,362,1,8,7169359872,0
bowtie2,30622341,1,8,6098698240,0
bowtie2,5148118895,1,8,17800654848,0
bowtie2,788959332,2,8,2695696384,0
bowtie2,1165029294,2,8,3789963264,0
bowtie2,29872452,1,8,6322511872,0
bowtie2,9555185552,2,8,19956326400,0
bowtie2,9304376152,2,8,18158641152,0
bowtie2,20181290,1,8,3743592448,0
bowtie2,17815430,2,8,221597696,0
bowtie2,13125919,2,8,225329152,0
bowtie2,362,1,8,6922792960,0
bowtie2,1188068,2,8,469614592,0
bowtie2,1768632088,2,8,5592059904,0
bowtie2,1188068,2,8,268394496,0
bowtie2,1188068,2,8,471396352,0
bowtie2,1768682724,2,8,5678759936,0
bowtie2,1188068,2,8,270368768,0
bowtie2,1536447450,2,8,4788936704,0
bowtie2,16990145862,2,8,23687696384,0
bowtie2,22674045,1,8,7277326336,0
bowtie2,37762387,1,8,3735543808,0
bowtie2,37635675,1,8,3739783168,0
bowtie2,37662853,1,8,3736383488,0
bowtie2,37672063,1,8,7044034560,0
bowtie2,37758922,1,8,3737219072,0
bowtie2,23312227115,1,8,32212516864,0
bowtie2,2930582914,1,8,390950912,0
bowtie2,2943157002,1,8,391442432,0
bowtie2,3473364215,1,8,389881856,0
bowtie2,3512838767,1,8,390148096,0
bowtie2,3240000870,1,8,390709248,0
bowtie2,2773648363,1,8,392912896,0
bowtie2,22024731307,1,8,32212512768,0
bowtie2,5720001174,1,8,16208470016,0
bowtie2,361186297,3,8,1010257920,0
bowtie2,1188068,2,8,471089152,0
bowtie2,1768364822,2,8,5715021824,0
bowtie2,1188068,2,8,272367616,0
bowtie2,1769217832,2,8,5563527168,0
bowtie2,1188068,2,8,270004224,0
bowtie2,1693051008,2,8,5404463104,0
bowtie2,1188068,2,8,468307968,0
bowtie2,1768558010,2,8,5419499520,0
bowtie2,1188068,2,8,267714560,0
bowtie2,1228373400,2,8,3877523456,0
bowtie2,1188068,2,8,267722752,0
bowtie2,1768377176,2,8,5478891520,0
bowtie2,1188068,2,8,268247040,0
bowtie2,1769245968,2,8,5451145216,0
bowtie2,1188068,2,8,271159296,0
bowtie2,1768506506,2,8,5684682752,0
bowtie2,1188068,2,8,270295040,0
bowtie2,1098852436,2,8,3640438784,0
bowtie2,1188068,2,8,270557184,0
bowtie2,1423504866,2,8,4567924736,0
bowtie2,1188068,2,8,269557760,0
bowtie2,1423584384,2,8,4630917120,0
bowtie2,143095221,1,8,7300587520,0
bowtie2,93486552,1,8,4073443328,0
bowtie2,7524505,1,8,3674382336,0
bowtie2,217010402,1,8,4128387072,0
bowtie2,114718857,1,8,7483305984,0
bowtie2,227204095,1,8,4138258432,0
bowtie2,148876741,1,8,3981185024,0
bowtie2,328103996,1,8,4368334848,0
bowtie2,194355910,1,8,4077060096,0
bowtie2,269800676,1,8,4242059264,0
bowtie2,218813069,1,8,4106899456,0
bowtie2,132930511,1,8,3948503040,0
bowtie2,172195172,1,8,4033052672,0
bowtie2,108387976,1,8,3895287808,0
bowtie2,204406584,1,8,4075008000,0
bowtie2,211718190,1,8,4117237760,0
bowtie2,218542554,1,8,4128993280,0
bowtie2,187473702,1,8,4061638656,0
bowtie2,199095678,1,8,4089446400,0
bowtie2,10659591198,2,8,20038254592,0
bowtie2,12310602228,2,8,20508381184,0
bowtie2,8361129190,2,8,19039678464,0
bowtie2,9050614472,2,8,18754457600,0
bowtie2,32247479,1,8,3729801216,0
bowtie2,32246969,1,8,3728805888,0
bowtie2,25389640,1,8,5928214528,0
bowtie2,25390880,1,8,3712565248,0
bowtie2,24143463,1,8,3715735552,0
bowtie2,24144275,1,8,3712663552,0
bowtie2,731953402,1,8,392613888,0
bowtie2,821084530,1,8,392040448,0
bowtie2,867842810,1,8,390991872,0
bowtie2,874850415,1,8,390078464,0
bowtie2,804813140,1,8,391401472,0
bowtie2,691445452,1,8,390983680,0
bowtie2,1188068,2,8,470278144,0
bowtie2,884640412,2,8,606703616,0
bowtie2,1188068,2,8,275066880,0
bowtie2,883736764,2,8,2769047552,0
bowtie2,1188068,2,8,270659584,0
bowtie2,884605556,2,8,2757365760,0
bowtie2,1188068,2,8,470384640,0
bowtie2,1188068,2,8,269611008,0
bowtie2,214212024,2,8,890019840,0
bowtie2,1188068,2,8,268357632,0
bowtie2,884299032,2,8,2744225792,0
bowtie2,1188068,2,8,269774848,0
bowtie2,884378550,2,8,2809962496,0
bowtie2,1188068,2,8,268087296,0
bowtie2,539205834,2,8,1820995584,0
bowtie2,1188068,2,8,270786560,0
bowtie2,884250448,2,8,2777010176,0
bowtie2,1188068,2,8,269651968,0
bowtie2,884307562,2,8,2776276992,0
bowtie2,1188068,2,8,268955648,0
bowtie2,344122952,2,8,1252880384,0
bowtie2,1188068,2,8,270618624,0
bowtie2,884581310,2,8,2795970560,0
bowtie2,1188068,2,8,473542656,0
bowtie2,883783512,2,8,2810552320,0
bowtie2,1188068,2,8,269594624,0
bowtie2,1188068,2,8,269946880,0
bowtie2,884318974,2,8,2791436288,0
bowtie2,1188068,2,8,270127104,0
bowtie2,884363750,2,8,2796089344,0
bowtie2,1188068,2,8,269168640,0
bowtie2,652128476,2,8,2146275328,0
bowtie2,1188068,2,8,271237120,0
bowtie2,884276730,2,8,2711089152,0
bowtie2,1188068,2,8,270757888,0
bowtie2,884355358,2,8,3003498496,0
bowtie2,1188068,2,8,270462976,0
bowtie2,472926294,2,8,1630339072,0
bowtie2,788959332,2,8,1726574592,0
bowtie2,884333280,2,8,2806738944,0
bowtie2,788959332,2,8,2518138880,0
bowtie2,280696014,2,8,1083179008,0
bowtie2,20181290,1,8,4037169152,0
bowtie2,20181290,1,8,477249536,0
bowtie2,755336793,2,8,2577448960,0
bowtie2,1099393381,2,8,3738886144,0
bowtie2,802194353,2,8,2763317248,0
bowtie2,1180726423,2,8,4288335872,0
bowtie2,503711784,2,8,1840517120,0
bowtie2,1671111599,2,8,5775515648,0
bowtie2,882715626,2,8,3126611968,0
bowtie2,799467202,2,8,2843811840,0
bowtie2,901197430,2,8,3299663872,0
bowtie2,479775313,2,8,1747767296,0
bowtie2,617515792,2,8,2271813632,0
bowtie2,267144793,2,8,1009762304,0
bowtie2,260792925,2,8,966332416,0
bowtie2,654645329,2,8,2283216896,0
bowtie2,502231704,2,8,1744248832,0
bowtie2,594465322,2,8,2117865472,0
bowtie2,799460678,2,8,2775498752,0
bowtie2,845654611,2,8,2953584640,0
bowtie2,510290298,2,8,1853476864,0
bowtie2,773839361,2,8,2785439744,0
bowtie2,36183559323,2,8,32212635648,0
bowtie2,13555038958,2,8,23507451904,0
bowtie2,7064538005,2,8,14549970944,0
bowtie2,12222445535,2,8,20619386880,0
bowtie2,8112340990,2,8,18207903744,0
bowtie2,7925056664,2,8,18494398464,0
bowtie2,9702799508,2,8,19827126272,0
bowtie2,9396627426,2,8,20906688512,0
bowtie2,9816535992,2,8,20178350080,0
bowtie2,8723781912,2,8,18245111808,0
bowtie2,9180048900,2,8,22305738752,0
bowtie2,9120877476,2,8,19066097664,0
bowtie2,10586242314,2,8,21759606784,0
bowtie2,10082674192,2,8,23441244160,0
bowtie2,8743312174,2,8,16784617472,0
bowtie2,10825162082,2,8,23215992832,0
bowtie2,9571757574,2,8,17395412992,0
bowtie2,10293347650,2,8,21624651776,0
bowtie2,7951528108,2,8,19222958080,0
bowtie2,9867515656,2,8,17598779392,0
bowtie2,8888493276,2,8,19736932352,0
bowtie2,9348714872,2,8,21655912448,0
bowtie2,12536996874,2,8,20384915456,0
bowtie2,8287781466,2,8,14934749184,0
bowtie2,17868877868,2,8,29537226752,0
bowtie2,10280455846,2,8,23159980032,0
bowtie2,9826713876,2,8,18399784960,0
bowtie2,192554135,1,8,1438273536,0
bowtie2,190868905,1,8,1433759744,0
bowtie2,188758829,1,8,1427488768,0
bowtie2,197664185,1,8,1449267200,0
bowtie2,195364665,1,8,1443487744,0
bowtie2,197511425,1,8,1447768064,0
bowtie2,193846227,1,8,1438679040,0
bowtie2,195808239,1,8,1445191680,0
bowtie2,188758101,1,8,1429782528,0
bowtie2,191040374,1,8,1434796032,0
bowtie2,190363574,1,8,1432494080,0
bowtie2,193926572,1,8,1444782080,0
bowtie2,197603413,1,8,1456881664,0
bowtie2,189066366,1,8,1429463040,0
bowtie2,191748971,1,8,1434189824,0
bowtie2,185760587,1,8,1419735040,0
bowtie2,174523537,1,8,1388670976,0
bowtie2,193458485,1,8,1103646720,0
bowtie2,183982925,1,8,1405759488,0
bowtie2,192718886,1,8,1434632192,0
bowtie2,203919864,1,8,1458720768,0
bowtie2,190704225,1,8,1423212544,0
bowtie2,201980940,1,8,1456685056,0
bowtie2,202061774,1,8,1450717184,0
bowtie2,196223264,1,8,1446305792,0
bowtie2,205517437,1,8,1470275584,0
bowtie2,200524342,1,8,1454211072,0
bowtie2,208525485,1,8,1473495040,0
bowtie2,197112846,1,8,1443905536,0
bowtie2,200276998,1,8,1453473792,0
bowtie2,209436403,1,8,1476464640,0
bowtie2,192968222,1,8,1433489408,0
bowtie2,205314659,1,8,1468166144,0
bowtie2,186814391,1,8,1415643136,0
bowtie2,207574786,1,8,1474371584,0
bowtie2,206654974,1,8,1466937344,0
bowtie2,212009701,1,8,1486352384,0
bowtie2,195503207,1,8,1143132160,0
bowtie2,198981401,1,8,1440780288,0
bowtie2,199335096,1,8,1422647296,0
bowtie2,201105934,1,8,1453940736,0
bowtie2,207280880,1,8,1471627264,0
bowtie2,208434879,1,8,1145036800,0
bowtie2,203575133,1,8,1444990976,0
bowtie2,203034714,1,8,1462579200,0
bowtie2,238154716,1,8,1553879040,0
bowtie2,232594683,1,8,1541455872,0
bowtie2,233998520,1,8,1545355264,0
bowtie2,236654312,1,8,1548017664,0
bowtie2,225835089,1,8,1518759936,0
bowtie2,227198940,1,8,1526669312,0
bowtie2,231868473,1,8,1534431232,0
bowtie2,231933281,1,8,1540591616,0
bowtie2,236989088,1,8,1542193152,0
bowtie2,246198671,1,8,1571950592,0
bowtie2,235227707,1,8,1539203072,0
bowtie2,228489088,1,8,1531523072,0
