Dataset_path: ../processed_data/sampled_data/20000_samples_of_tool_number_0_seed_100.txt
Is_mixed_data: False
Seed: 0
Model_params: {"n_estimators": 200, "random_state": 0, "criterion": "absolute_error", "oob_score": true}
Time for training in mins: 2.6111300071080525
Feature importance: [1. 0. 0.]
Mean absolute error: 1.31905425119232
Mean squared error: 101.87171471566748
Root mean squared error: 10.093151872218483
############################
Filesize, Prediction, Target
############################
4.4500000000169404e-07,0.14475691008000002,0.145584128
2.5659999999955163e-06,0.14475691008000002,0.144740352
1.2570000000045045e-06,0.14475691008000002,0.145883136
2.6902999999994792e-05,0.14465595392000016,0.141443072
7.3030000000001705e-06,0.14474897408000004,0.141774848
2.388000000005941e-06,0.14475691008000002,38.656802816
1.7700000000397953e-07,0.14475691008000002,0.145526784
0.096909036,0.1425088921599996,0.14465024
0.00013531599999999644,0.1427652812800002,0.125108224
0.0002470890000000059,0.1418156031999997,0.141484032
0.076516019,0.14655535104000017,0.141357056
1.112999999997033e-06,0.14475691008000002,0.142143488
7.840000000036706e-07,0.14475691008000002,0.141590528
0.00010460099999999584,1.5712932249600018,0.151486464
7.3220000000040475e-06,0.14474897408000004,0.147636224
1.0230000000027717e-06,0.14475691008000002,0.149409792
4.500000000406956e-08,0.14475691008000002,0.149123072
1.0780000000015777e-06,0.14475691008000002,0.141848576
3.199999999980996e-07,0.14475691008000002,0.14137344
0.044930942,0.14494564352,0.14604288
1.7700000000397953e-07,0.14475691008000002,0.144453632
9.999999994736442e-09,0.14475691008000002,0.14137344
0.00010228700000000646,0.14363448320000008,0.1476608
4.83999999995044e-07,0.14475691008000002,0.141959168
1.7900000000292682e-07,0.14475691008000002,0.162275328
1.0720000000047358e-06,0.14475691008000002,0.147910656
3.3519999999981342e-06,0.14475691008000002,0.149786624
0.044921918000000005,0.14798856192000004,0.145178624
4.8000000002490495e-08,0.14475691008000002,0.142610432
8.951799999999677e-05,0.14039854080000003,0.1452032
0.00023186299999999882,0.1430685695999998,134.32897536
0.228973012,0.14328553471999986,0.145707008
0.0001494100000000026,0.14245809152000044,0.14518272
1.118999999993875e-06,0.14475691008000002,0.12404736
1.7700000000397953e-07,0.14475691008000002,0.14784512
0.005942843000000003,0.14534796288000046,0.143597568
1.6526000000002816e-05,0.14361304064000008,0.142057472
2.3018999999999123e-05,0.14299580416000002,0.14229504
1.199999999368373e-08,0.14475691008000002,96.557285376
7.800000000057761e-08,0.14475691008000002,0.142774272
5.137000000002279e-06,0.14475691008000002,0.144789504
9.778400000000353e-05,0.14343350272000002,0.145330176
1.7390000000006012e-06,0.14475691008000002,0.1453056
1.5371000000000135e-05,0.14360543232000006,0.141238272
1.7700000000397953e-07,0.14475691008000002,0.144707584
0.153485911,0.14537949184000037,0.141500416
1.4160000000040807e-06,0.14475691008000002,0.14577664
0.00032437899999999964,0.14208194560000004,0.142934016
1.0110999999993209e-05,0.14472404992000004,0.141307904
5.762000000006373e-06,0.14475691008000002,0.142626816
0.000602396000000005,0.14327098368000027,0.144228352
5.080500000000099e-05,1.144657612800002,0.144437248
3.199999999980996e-07,0.14475691008000002,0.144293888
7.800000000057761e-08,0.14475691008000002,0.144408576
0.0046753900000000015,0.14571450368000013,0.186363904
0.015511463000000003,0.24873754624000063,0.147324928
2.9933999999995353e-05,0.14287997951999995,0.149245952
2.418000000004028e-06,0.14475691008000002,0.143261696
1.0000000000287557e-07,0.14475691008000002,0.144850944
0.14417562500000003,0.42129383424000066,0.14383104
1.7277999999995575e-05,0.14372899840000009,0.146518016
3.4059999999974666e-06,0.14475691008000002,0.145375232
1.7475000000002905e-05,0.1437614182400001,0.127463424
4.1600000000308057e-07,0.14475691008000002,0.14759936
3.0400999999999345e-05,0.14290345983999997,0.14194688
1.5109999999998736e-05,0.14360543232000006,0.14168064
3.4614000000002254e-05,0.14296415231999973,0.147472384
1.167999999995839e-06,0.14475691008000002,0.145772544
0.053766428,0.1453152051199998,0.153362432
4.509999999985359e-07,0.14475691008000002,0.151564288
6.433000000000133e-06,0.14475691008000002,0.151359488
1.5051000000002035e-05,0.14360543232000006,0.142041088
2.4389999999999135e-05,0.14262019071999993,0.141627392
0.048127061,0.14337720320000005,0.141357056
2.6000000000192536e-08,0.14475691008000002,0.145444864
1.0309999999999486e-05,0.14472404992000004,0.141930496
1.0682999999997445e-05,0.14476520448000005,0.145596416
1.0619999999961216e-06,0.14475691008000002,0.144883712
8.999999999426134e-08,0.14475691008000002,0.141811712
4.366000000005643e-06,0.14475691008000002,0.142262272
6.33099999999831e-06,0.14475691008000002,0.144863232
3.344099999999517e-05,0.14383788032000006,0.142020608
0.10610085,0.14196801535999992,0.14219264
1.7812000000005934e-05,0.14407671808000008,0.14692352
1.0970000000054547e-06,0.14475691008000002,111.441682432
0.025834114999999998,0.14711009280000023,0.1451008
0.0003762800000000066,0.14480393215999995,0.142536704
0.00013953999999999356,6.518942976000008,0.144949248
1.0100000000234921e-07,0.14475691008000002,0.143904768
1.0952999999994106e-05,0.14491996159999998,0.143433728
0.005096184000000004,0.14160521215999974,0.149684224
2.7299999999508273e-07,0.14475691008000002,0.144502784
3.9000000000288804e-07,0.14475691008000002,0.149692416
0.007385192999999998,0.14224777215999967,0.141377536
1.6814561,0.1470639104000002,0.141631488
2.1399999999838215e-07,0.14475691008000002,0.144166912
1.4800000000536606e-07,0.14475691008000002,0.145129472
